ICAO,Name,State/Territory,Country,Timezone,Latitude,Longitude
GCLP,Gran Canaria Airport,,Spain,Atlantic/Canary,27.931900024414062,-15.38659954
KLAS,Harry Reid International Airport,Nevada,United States,America/Los_Angeles,36.08010101,-115.1520004
KLBE,Arnold Palmer Regional Airport,Pennsylvania,United States,America/New_York,40.27590179,-79.40480042
YMLT,Launceston Airport,Tasmania,Australia,Australia/Melbourne,-41.54529953,147.2140045
KLWM,Lawrence Municipal Airport,Massachusetts,United States,America/New_York,42.71720123,-71.12339783
KLAW,Lawton Fort Sill Regional Airport,Oklahoma,United States,America/Chicago,34.56769943,-98.41660309
KLXV,Lake County Airport,Colorado,United States,America/Denver,39.22028,-106.31667
KLEB,Lebanon Municipal Airport,New Hampshire,United States,America/New_York,43.62609863,-72.30419922
EGNM,Leeds Bradford Airport,,United Kingdom,Europe/London,53.86589813232422,-1.660570025
EHLW,Leeuwarden Air Base,,Netherlands,Europe/Amsterdam,53.22859954833984,5.760560035705566
EDDP,Leipzig/Halle Airport,,Germany,Europe/Berlin,51.4238889,12.2363889
MMLO,Guanajuato International Airport,,Mexico,America/Mexico_City,20.993499755900004,-101.4810028
CYQL,Lethbridge County Airport,Alberta,Canada,America/Edmonton,49.63029861,-112.8000031
SKLT,Alfredo Vasquez Cobo International Airport,,Colombia,America/Bogota,-4.19355,-69.9432
KLWB,Greenbrier Valley Airport,West Virginia,United States,America/New_York,37.85829926,-80.39949799
KLWS,Lewiston Nez Perce County Airport,Idaho,United States,America/Los_Angeles,46.37450027,-117.0149994
KLWT,Lewistown Municipal Airport,Montana,United States,America/Denver,47.04930114746094,-109.4670029
KLEX,Blue Grass Airport,Kentucky,United States,America/New_York,38.03649902,-84.60590363
ZULS,Lhasa Gonggar International Airport,,China,Asia/Shanghai,29.29780006,90.91190338
ZSLG,Lianyungang Huaguoshan International Airport,,China,Asia/Shanghai,34.571667,118.873611
MRLB,Daniel Oduber Quiros International Airport,,Costa Rica,America/Costa_Rica,10.593299865722656,-85.54440308
FOOL,Libreville Leon M'ba International Airport,,Gabon,Africa/Libreville,0.458600014,9.412280083
EBLG,Liege Airport,,Belgium,Europe/Brussels,50.63740158081055,5.443220138549805
PHLI,Lihue Airport,Hawaii,United States,Pacific/Honolulu,21.97599983215332,-159.3390045
ZPLJ,Lijiang Sanyi International Airport,,China,Asia/Shanghai,26.68000031,100.2460022
FWKI,Kamuzu International Airport,,Malawi,Africa/Blantyre,-13.7894001,33.78099823
SPJC,Lima,,Peru,America/Lima,-12.02329,-77.10802
ZPLC,Lincang Boshang Airport,,China,Asia/Shanghai,23.73833,100.025
KLNK,Lincoln Airport,Nebraska,United States,America/Chicago,40.85100173950195,-96.75920105
ESSL,Linkoping City Airport,,Sweden,Europe/Stockholm,58.40620041,15.68050003
ZSLY,Linyi Qiyang Airport,,China,Asia/Shanghai,35.04610061645508,118.41200256347656
LOWL,Linz-Horsching Airport,,Austria,Europe/Vienna,48.2332,14.1875
LPPT,Lisbon Humberto Delgado Airport,,Portugal,Europe/Lisbon,38.78129959,-9.135919571
KLIT,Bill & Hillary Clinton National Airport/Adams Field,Arkansas,United States,America/Chicago,34.729400634799994,-92.22429657
ZGZH,Liuzhou Bailian Airport / Bailian Air Base,,China,Asia/Shanghai,24.2075,109.390999
EGGP,Liverpool John Lennon Airport,,United Kingdom,Europe/London,53.33359909057617,-2.849720001
FLLI,Harry Mwanga Nkumbula International Airport,,Zambia,Africa/Lusaka,-17.82180023,25.82270050048828
LJLJ,Ljubljana Joze Pucnik Airport,,Slovenia,Europe/Ljubljana,46.223701,14.4576
KLGU,Logan-Cache Airport,Utah,United States,America/Denver,41.79119873,-111.8519974
DXXX,LomeTokoin International Airport,,Togo,Africa/Lome,6.165609836578369,1.2545100450515747
EGLC,London City Airport,,United Kingdom,Europe/London,51.505299,0.055278
EGKK,London Gatwick Airport,,United Kingdom,Europe/London,51.14810180664063,-0.190277994
EGLL,London Heathrow Airport,,United Kingdom,Europe/London,51.4706,-0.461941
EGGW,London Luton Airport,,United Kingdom,Europe/London,51.874698638916016,-0.368333012
EGMH,Manston,,United Kingdom,Europe/London,51.342201,1.34611
CYXU,London International Airport,Ontario,Canada,America/Toronto,43.035599,-81.1539
SBLO,Governor Jose Richa Airport,,Brazil,America/Sao_Paulo,-23.33359909,-51.13010025
KLGB,Long Beach International Airport,California,United States,America/Los_Angeles,33.81769943,-118.1520004
YLRE,Longreach Airport,Queensland,Australia,Australia/Brisbane,-23.43420029,144.2799988
ENSB,"Svalbard Airport, Longyear",,Norway,Arctic/Longyearbyen,78.24610138,15.46560001
MMLT,Loreto International Airport,,Mexico,America/Mazatlan,25.989200592041016,-111.3479996
KLAX,Los Angeles International Airport,California,United States,America/Los_Angeles,33.94250107,-118.4079971
MMLM,Valle del Fuerte International Airport,,Mexico,America/Mazatlan,25.68519974,-109.0810013
KSDF,Louisville Muhammad Ali International Airport,Kentucky,United States,America/New_York,38.1744,-85.736
FNLU,Quatro de Fevereiro International Airport,,Angola,Africa/Luanda,-8.858369827,13.231200218199998
VLLB,Luang Phabang International Airport,,Laos,Asia/Vientiane,19.897300720214844,102.16100311279295
KLBB,Lubbock Preston Smith International Airport,Texas,United States,America/Chicago,33.66360092163086,-101.822998
FZQA,Lubumbashi International Airport,,Democratic Republic Of The Congo,Africa/Lubumbashi,-11.59130001,27.53089905
VILK,Chaudhary Charan Singh International Airport,,India,Asia/Calcutta,26.76059914,80.88929749
LSZA,Lugano Airport,,Switzerland,Europe/Zurich,46.00429916379999,8.910579681
ESPA,Lulea Airport,,Sweden,Europe/Stockholm,65.54380035,22.12199974
ZHLY,Luoyang Beijiao Airport,,China,Asia/Shanghai,34.741100311299995,112.3880005
LMML,Malta International Airport,,Malta,Europe/Malta,35.857498,14.4775
FLKK,Lusaka,,Zambia,Africa/Lusaka,-15.3267,28.4567
ELLX,Luxembourg-Findel International Airport,,Luxembourg,Europe/Luxembourg,49.6233333,6.2044444
HELX,Luxor International Airport,,Egypt,Africa/Cairo,25.67099953,32.70660019
KLYH,Lynchburg Regional Airport - Preston Glenn Field,Virginia,United States,America/New_York,37.326698303222656,-79.20040131
LFLL,Lyon Saint-Exupery Airport,,France,Europe/Paris,45.7255556,5.0811111
EHBK,Maastricht Aachen Airport,,Netherlands,Europe/Amsterdam,50.9117012,5.770140171
SBMQ,Macapa - Alberto Alcolumbre International Airport,,Brazil,America/Fortaleza,0.050664,-51.07220078
VMMC,Macau International Airport,,Macau,Asia/Macau,22.149599075317383,113.59200286865234
SBMO,Zumbi dos Palmares International Airport,,Brazil,America/Fortaleza,-9.510809898,-35.79169846
YBMK,Mackay Airport,Queensland,Australia,Australia/Brisbane,-21.17169952,149.1799927
KMCN,Middle Georgia Regional Airport,Georgia,United States,America/New_York,32.69279861450195,-83.64920044
LPMA,Cristiano Ronaldo International Airport,,Portugal,Europe/Lisbon,32.69789886,-16.77449989
KMSN,Dane County Regional Truax Field,Wisconsin,United States,America/Chicago,43.13990020751953,-89.33750153
LEMD,Adolfo Suarez MadridBarajas Airport,,Spain,Europe/Madrid,40.471926,-3.56264
SLMG,Magdalena Airport,,Bolivia,America/La_Paz,-13.33333,-64.11667
PKMJ,Marshall Islands International Airport,,Marshall Islands,Pacific/Majuro,7.064760208129883,171.27200317382812
FGSL,Malabo International Airport,,Equatorial Guinea,Africa/Malabo,3.755270004272461,8.708720207214355
LEMG,Malaga-Costa del Sol Airport,,Spain,Europe/Madrid,36.67490005493164,-4.499110222
SULS,Capitan Corbeta CA Curbelo International Airport,,Uruguay,America/Montevideo,-34.85509872,-55.09429932
VRMM,Velana International Airport,,Maldives,Indian/Maldives,4.191830158233643,73.52909851074219
HKML,Malindi International Airport,,Kenya,Africa/Nairobi,-3.229310036,40.10169982910156
ESMS,Malmo Sturup Airport,,Sweden,Europe/Stockholm,55.53630536,13.37619781
WAMM,Sam Ratulangi International Airport,,Indonesia,Asia/Makassar,1.5492600202560425,124.9260025024414
MNMG,Augusto C. Sandino (Managua) International Airport,,Nicaragua,America/Managua,12.14150047302246,-86.16819763
SBEG,Eduardo Gomes International Airport,,Brazil,America/Boa_Vista,-3.038609982,-60.04970169
KMHT,Manchester-Boston Regional Airport,New Hampshire,United States,America/New_York,42.93259811401367,-71.43569946
EGCC,Manchester Airport,,United Kingdom,Europe/London,53.35369873046875,-2.274950027
VYMD,Mandalay International Airport,,Myanmar,Asia/Rangoon,21.70219993591309,95.97789764404295
RPLL,Ninoy Aquino International Airport,,Philippines,Asia/Manila,14.5086,121.019997
KMBL,Manistee County Blacker Airport,Michigan,United States,America/New_York,44.2723999,-86.24690247
KMTW,Manitowoc County Airport,Wisconsin,United States,America/Chicago,44.127116,-87.681983
KMKT,Mankato Regional Airport,Minnesota,United States,America/Chicago,44.22159958,-93.91870117
EDFM,Mannheim-City Airport,,Germany,Europe/Berlin,49.47305679321289,8.514166831970215
WAUU,Manokwari,,Indonesia,Asia/Jayapura,-0.89167,134.04917
WASR,Rendani Airport,,Indonesia,Asia/Jayapura,-0.891833007,134.0489959716797
MMZO,Playa de Oro International Airport,,Mexico,America/Mexico_City,19.14480019,-104.5589981
FQMA,Maputo Airport,,Mozambique,Africa/Maputo,-25.92079926,32.572601318359375
SVMC,La Chinita International Airport,,Venezuela,America/Caracas,10.55820847,-71.7278595
KMTH,Florida Keys Marathon International Airport,Florida,United States,America/New_York,24.72610092,-81.05139923
SAZM,Astor Piazzola International Airport,,Argentina,America/Buenos_Aires,-37.9342,-57.5733
SBSL,Marechal Cunha Machado International Airport,,Brazil,America/Fortaleza,-2.58536005,-44.23410034
SVMG,Del Caribe Santiago Marino International Airport,,Venezuela,America/Caracas,10.912603378295898,-63.96659851
KMAI,Marianna Municipal Airport,Florida,United States,America/Chicago,30.83778,-85.18194
TDPD,Douglas-Charles Airport,,Dominica,America/Dominica,15.54699993133545,-61.29999924
SBMG,Regional de Maringa - Silvio Name Junior Airport,,Brazil,America/Sao_Paulo,-23.4794445,-52.01222229
KSAW,Marquette/Sawyer International Airport,Michigan,United States,America/New_York,46.35359955,-87.395401
GMMX,Marrakesh Menara Airport,,Morocco,Africa/Casablanca,31.60689926,-8.036299706
LFML,Marseille Provence Airport,,France,Europe/Paris,43.43927192,5.221424103
MYAM,Leonard M. Thompson International Airport,,Bahamas,America/Nassau,26.511400222800003,-77.08350372
KMYV,Yuba County Airport,California,United States,America/Los_Angeles,39.09780121,-121.5699997
KMCW,Mason City Municipal Airport,Iowa,United States,America/Chicago,43.157798767100005,-93.33129883
MMMA,General Servando Canales International Airport,,Mexico,America/Mexico_City,25.76989937,-97.52529907
FSIA,Seychelles International Airport,,Seychelles,Indian/Mahe,-4.674339771,55.52180099487305
MMMZ,General Rafael Buelna International Airport,,Mexico,America/Mazatlan,23.16139984,-106.2659988
KMFE,McAllen Miller International Airport,Texas,United States,America/Chicago,26.17580032,-98.23860168
PAMC,McGrath Airport,Alaska,United States,America/Anchorage,62.95289993,-155.6060028
WIMM,Kualanamu International Airport,,Indonesia,Asia/Jakarta,3.642222,98.885278
WIMK,Soewondo Air Force Base,,Indonesia,Asia/Jakarta,3.559167,98.671111
SKRG,Jose Maria Cordova International Airport,,Colombia,America/Bogota,6.16454,-75.4231
KMFR,Rogue Valley International-Medford Airport,Oregon,United States,America/Los_Angeles,42.37419891357422,-122.8730011
OEMA,Prince Mohammad Bin Abdulaziz Airport,,Saudi Arabia,Asia/Riyadh,24.55340003967285,39.70510101
YMML,Melbourne Airport,Victoria,Australia,Australia/Hobart,-37.6733017,144.84300231933594
KMLB,Melbourne Orlando International Airport,Florida,United States,America/New_York,28.10280036926269,-80.64530182
KMEM,Memphis International Airport,Tennessee,United States,America/Chicago,35.04240036010742,-89.97669983
SAME,Governor Francisco Gabrielli International Airport,,Argentina,America/Mendoza,-32.83169937,-68.79290009
KMNM,MenomineeMarinette Twin County Airport,Michigan,United States,America/Chicago,45.12670135498047,-87.63839722
LEMH,Menorca Airport,,Spain,Europe/Madrid,39.86259841918945,4.218649864196777
WAKK,Mopah International Airport,,Indonesia,Asia/Jayapura,-8.520290375,140.41799926757812
KMCE,Merced Regional Macready Field,California,United States,America/Los_Angeles,37.28469849,-120.5139999
MMMD,Manuel Crescencio Rejon International Airport,,Mexico,America/Mexico_City,20.93700027,-89.65769959
KMEI,Key Field / Meridian Regional Airport,Mississippi,United States,America/Chicago,32.33259963989258,-88.75189972
MMML,General Rodolfo Sanchez Taboada International Airport,,Mexico,America/Tijuana,32.63059998,-115.2419968
MMSM,Felipe Angeles International Airport,,Mexico,America/Mexico_City,19.7553,-99.0164
MMMX,Mexico City Benito Juarez International Airport,,Mexico,America/Mexico_City,19.4363,-99.072098
KMIA,Miami International Airport,Florida,United States,America/New_York,25.79319953918457,-80.29060364
ZUMY,Mianyang Nanjiao Airport,,China,Asia/Shanghai,31.42810059,104.74099731445312
KMAF,Midland International Air and Space Port,Texas,United States,America/Chicago,31.94249916,-102.2020035
PMDY,Henderson Field,,United States Minor Outlying Islands,Pacific/Midway,28.20170021057129,-177.3809967
LIML,Milano Linate Airport,,Italy,Europe/Rome,45.445099,9.27674
LIMC,Milan Malpensa International Airport,,Italy,Europe/Rome,45.6306,8.72811
KMLS,Miles City Airport - Frank Wiley Field,Montana,United States,America/Denver,46.428001403808594,-105.8860016
KMLF,Milford Municipal-Ben and Judy Briscoe Field,Utah,United States,America/Denver,38.426636,-113.013275
KMLT,Millinocket Municipal Airport,Maine,United States,America/New_York,45.64780044555664,-68.68560028
KMKE,General Mitchell International Airport,Wisconsin,United States,America/Chicago,42.94720077514648,-87.89659882
MMMT,Minatitlan/Coatzacoalcos International Airport,,Mexico,America/Mexico_City,18.10339928,-94.58070374
CYLP,Mingan,Quebec,Canada,America/Toronto,50.29,-64.145
KMSP,MinneapolisSaint Paul International Airport / WoldChamberlain Field,Minnesota,United States,America/Chicago,44.88199997,-93.22180176
KFCM,Flying Cloud Airport,Minnesota,United States,America/Chicago,44.82720184,-93.45709991
KMOT,Minot International Airport,North Dakota,United States,America/Chicago,48.25939941,-101.2799988
KMSO,Missoula Montana Airport,Montana,United States,America/Denver,46.91630173,-114.0910034
KMHE,Mitchell Municipal Airport,South Dakota,United States,America/Chicago,43.774799,-98.038597
HLLM,Mitiga International Airport,,Libya,Africa/Tripoli,32.894100189208984,13.276000022888184
KCNY,Canyonlands Regional Airport,Utah,United States,America/Denver,38.75500107,-109.7549973
KMOB,Mobile Regional Airport,Alabama,United States,America/Chicago,30.69120026,-88.24279785
HCMM,Aden Adde International Airport,,Somalia,Africa/Mogadishu,2.014440059661865,45.30469894
KMLI,Quad City International Airport,Illinois,United States,America/Chicago,41.44850158691406,-90.50749969
HKMO,Moi International Airport,,Kenya,Africa/Nairobi,-4.034830093,39.594200134277344
DTMB,Monastir Habib Bourguiba International Airport,,Tunisia,Africa/Tunis,35.75809860229492,10.75469970703125
CYQM,Greater Moncton Romeo LeBlanc International Airport,New Brunswick,Canada,America/Halifax,46.11220169067383,-64.6785965
KMLU,Monroe Regional Airport,Louisiana,United States,America/Chicago,32.51089859008789,-92.03769684
GLRB,Roberts International Airport,,Liberia,Africa/Monrovia,6.233789920806885,-10.36229992
MKJS,Sangster International Airport,,Jamaica,America/Jamaica,18.503700256347656,-77.91339874
KMRY,Monterey Regional Airport,California,United States,America/Los_Angeles,36.58700180053711,-121.8430023
MMMY,Monterrey International Airport,,Mexico,America/Mexico_City,25.7784996,-100.1070023
SBMK,Mario Ribeiro Airport,,Brazil,America/Sao_Paulo,-16.70689964,-43.81890106
SUMU,Carrasco General Cesareo L. Berisso International Airport,,Uruguay,America/Montevideo,-34.83840179,-56.03079987
KMGM,Montgomery Regional (Dannelly Field) Airport,Alabama,United States,America/Chicago,32.30059814,-86.39399719
LFMT,Montpellier-Mediterranee Airport,,France,Europe/Paris,43.57619857788086,3.963010073
KMPV,Edward F Knapp State Airport,Vermont,United States,America/New_York,44.20349884,-72.56230164
CYUL,Montreal / Pierre Elliott Trudeau International Airport,Quebec,Canada,America/Toronto,45.47060013,-73.74079895
KMTJ,Montrose Regional Airport,Colorado,United States,America/Denver,38.50979996,-107.8939972
MMMM,General Francisco J. Mujica International Airport,,Mexico,America/Mexico_City,19.84989929,-101.0250015
FMCH,Prince Said Ibrahim International Airport,,Comoros,Indian/Comoro,-11.5337,43.2719
UUDD,Domodedovo International Airport,,Russia,Europe/Moscow,55.40879821777344,37.90629959106445
UUEE,Sheremetyevo International Airport,,Russia,Europe/Moscow,55.972599,37.4146
KMWH,Grant County International Airport,Washington,United States,America/Los_Angeles,47.20769882,-119.3199997
YBMA,Mount Isa Airport,Queensland,Australia,Australia/Brisbane,-20.66390038,139.4889984
EGYP,Mount Pleasant Airport / RAF Mount Pleasant,,Falkland Islands,Atlantic/Stanley,-51.82279968,-58.44720078
OPMT,Multan International Airport,,Pakistan,Asia/Karachi,30.20319938659668,71.41909790039062
VABB,Chhatrapati Shivaji Maharaj International Airport,,India,Asia/Calcutta,19.08869934,72.86789703
EDDM,Munich Airport,,Germany,Europe/Berlin,48.35380173,11.78610039
OOMS,Muscat International Airport,,Oman,Asia/Muscat,23.593299865722656,58.284400939941406
KMSL,Northwest Alabama Regional Airport,Alabama,United States,America/Chicago,34.74530029,-87.61019897
KMKG,Muskegon County Airport,Michigan,United States,America/New_York,43.16949844,-86.23819733
KMYR,Myrtle Beach International Airport,South Carolina,United States,America/New_York,33.67969894,-78.92829895
FTTJ,N'Djamena International Airport,,Chad,Africa/Ndjamena,12.133700370788574,15.034000396728516
NFFN,Nadi International Airport,,Fiji,Pacific/Fiji,-17.7553997,177.4429931640625
RJFU,Nagasaki Airport,,Japan,Asia/Tokyo,32.916900634799994,129.9140015
RJGG,Chubu Centrair International Airport,,Japan,Asia/Tokyo,34.85839844,136.80499267578125
RJNA,Nagoya Airport / JASDF Komaki Air Base,,Japan,Asia/Tokyo,35.255001068115234,136.9239959716797
HKJK,Jomo Kenyatta International Airport,,Kenya,Africa/Nairobi,-1.319239974,36.92779922
FQNP,Nampula Airport,,Mozambique,Africa/Maputo,-15.10560036,39.28179931640625
CYCD,Nanaimo Airport,British Columbia,Canada,America/Vancouver,49.05497022,-123.8698626
ZSCN,Nanchang Changbei International Airport,,China,Asia/Shanghai,28.864999771118164,115.9000015258789
ZUNC,Nanchong Gaoping Airport,,China,Asia/Shanghai,30.79545,106.1626
ZSNJ,Nanjing Lukou International Airport,,China,Asia/Shanghai,31.742000579833984,118.86199951171876
ZGNN,Nanning Wuxu International Airport,,China,Asia/Shanghai,22.608299255371094,108.1719970703125
LFRS,Nantes Atlantique Airport,,France,Europe/Paris,47.153198242200006,-1.610730052
KACK,Nantucket Memorial Airport,Massachusetts,United States,America/New_York,41.25310135,-70.06020355
KAPF,Naples Municipal Airport,Florida,United States,America/New_York,26.15259933,-81.77529907
LIRN,Naples International Airport,,Italy,Europe/Rome,40.886002,14.2908
BGBW,Narsarsuaq Airport,,Greenland,America/Godthab,61.16049957,-45.42599869
KBNA,Nashville International Airport,Tennessee,United States,America/Chicago,36.12450027,-86.67819977
MYNN,Lynden Pindling International Airport,,Bahamas,America/Nassau,25.03899956,-77.46620178
NFNA,Nausori International Airport,,Fiji,Pacific/Fiji,-18.04330063,178.5590057373047
SBNF,Ministro Victor Konder International Airport,,Brazil,America/Sao_Paulo,-26.87999916,-48.65140152
FLSK,Simon Mwansa Kapwepwe International Airport,,Zambia,Africa/Lusaka,-12.995,28.665
OENG,Najran Domestic Airport,,Saudi Arabia,Asia/Riyadh,17.611400604248047,44.4192009
SAZN,Presidente Peron International Airport,,Argentina,America/Argentina/Salta,-38.94900131,-68.15570068
TKPN,Vance W. Amory International Airport,,Saint Kitts And Nevis,America/St_Kitts,17.205699920654297,-62.58990097
KEWB,New Bedford Regional Airport,Massachusetts,United States,America/New_York,41.67610168457031,-70.95690155
KEWN,Coastal Carolina Regional Airport,North Carolina,United States,America/New_York,35.07300186,-77.04290009
KSWF,New York Stewart International Airport,New York,United States,America/New_York,41.50410079956055,-74.10479736
YWLM,Newcastle Airport,New South Wales,Australia,Australia/Sydney,-32.79499817,151.83399963378906
EGNT,Newcastle International Airport,,United Kingdom,Europe/London,55.03749847412109,-1.691669941
KHVN,Tweed New Haven Airport,Connecticut,United States,America/New_York,41.26369858,-72.88680267
YNWN,Newman Airport,Western Australia,Australia,Australia/Perth,-23.4178009,119.8030014
KMSY,Louis Armstrong New Orleans International Airport,Louisiana,United States,America/Chicago,29.99340057373047,-90.25800323
KPHF,Newport News Williamsburg International Airport,Virginia,United States,America/New_York,37.13190079,-76.49299622
KEFK,Northeast Kingdom International Airport,Vermont,United States,America/New_York,44.888802,-72.229202
KJFK,John F. Kennedy International Airport,New York,United States,America/New_York,40.63980103,-73.77890015
KLGA,LaGuardia Airport,New York,United States,America/New_York,40.77719879,-73.87259674
KEWR,Newark Liberty International Airport,New Jersey,United States,America/New_York,40.692501068115234,-74.16870117
VVCR,Cam Ranh International Airport / Cam Ranh Air Base,,Vietnam,Asia/Saigon,11.99820041656494,109.21900177001952
LFMN,Nice-Cote d'Azur Airport,,France,Europe/Paris,43.65840149,7.215869903560001
ZSNB,Ningbo Lishe International Airport,,China,Asia/Shanghai,29.82670021057129,121.46199798583984
MMNG,Nogales International Airport,,Mexico,America/Hermosillo,31.22610092163086,-110.9759979
PAOM,Nome Airport,Alaska,United States,America/Anchorage,64.51219940185547,-165.4450073
KOFK,Karl Stefan Memorial Airport,Nebraska,United States,America/Chicago,41.98550034,-97.43509674
KORF,Norfolk International Airport,Virginia,United States,America/New_York,36.89459991455078,-76.20120239
CYVQ,Norman Wells Airport,Northwest Territories,Canada,America/Edmonton,65.28160095214844,-126.7979965
KOTH,Southwest Oregon Regional Airport,Oregon,United States,America/Los_Angeles,43.41709899902344,-124.2460022
MYEH,North Eleuthera Airport,,Bahamas,America/Nassau,25.47489929,-76.6835022
KLBF,North Platte Regional Airport Lee Bird Field,Nebraska,United States,America/Chicago,41.12620163,-100.6839981
PAOR,Northway Airport,Alaska,United States,America/Anchorage,62.9612999,-141.9290009
EGSH,Norwich Airport,,United Kingdom,Europe/London,52.67580032,1.282780051
GQNN,Nouakchott,,Mauritania,Africa/Nouakchott,18.09819984436035,-15.94849968
GQNO,NouakchottOumtounsy International Airport,,Mauritania,Africa/Nouakchott,22.2636,-10.37109
NWWW,La Tontouta International Airport,,New Caledonia,Pacific/Noumea,-22.01460075,166.21299743652344
MMNL,Quetzalcoatl International Airport,,Mexico,America/Mexico_City,27.44389915,-99.57050323
EDDN,Nuremberg Airport,,Germany,Europe/Berlin,49.498699,11.0780556
KOAK,San Francisco Bay Oakland International Airport,California,United States,America/Los_Angeles,37.72129821777344,-122.2210007
MMOX,Xoxocotlan International Airport,,Mexico,America/Mexico_City,16.99990082,-96.72660065
KOCF,Ocala International Airport - Jim Taylor Field,Florida,United States,America/New_York,29.17259979,-82.22419739
KOGD,Ogden Hinckley Airport,Utah,United States,America/Denver,41.19589996,-112.012001
RJOB,Okayama Momotaro Airport,,Japan,Asia/Tokyo,34.75690079,133.8549957
ROAH,Naha International Airport,,Japan,Asia/Tokyo,26.19580078,127.6460037
KOKC,OKC Will Rogers World Airport,Oklahoma,United States,America/Chicago,35.39310073852539,-97.60070038
KOLM,Olympia Regional Airport,Washington,United States,America/Los_Angeles,46.9693985,-122.9029999
KOMA,Eppley Airfield,Nebraska,United States,America/Chicago,41.303199768066406,-95.89409637
KONT,Ontario International Airport,California,United States,America/Los_Angeles,34.055999755859375,-117.6009979
KONO,Ontario Municipal Airport,Oregon,United States,America/Denver,44.02050018,-117.0139999
EBOS,Ostend-Bruges International Airport,,Belgium,Europe/Brussels,51.19889832,2.862220049
LROD,Oradea International Airport,,Romania,Europe/Bucharest,47.025299072265625,21.90250015258789
DAOO,Oran Es-Senia (Ahmed Ben Bella) International Airport,,Algeria,Africa/Algiers,35.62390137,-0.621182978
KSNA,John Wayne Orange County International Airport,California,United States,America/Los_Angeles,33.67570114,-117.8679962
TNCA,Queen Beatrix International Airport,,Aruba,America/Aruba,12.501399993896484,-70.01519775
ZBDS,Ordos Ejin Horo International Airport,,China,Asia/Shanghai,39.49,109.8613889
KMCO,Orlando International Airport,Florida,United States,America/New_York,28.429399490356445,-81.30899811
KSFB,Orlando Sanford International Airport,Florida,United States,America/New_York,28.77759933,-81.23750305
SLOR,Juan Mendoza International Airport,,Bolivia,America/La_Paz,-17.96260071,-67.07620239
RJOO,Osaka Itami International Airport,,Japan,Asia/Tokyo,34.785499572753906,135.43800354003906
RJBB,Kansai International Airport,,Japan,Asia/Tokyo,34.42729949951172,135.24400329589844
KOSH,Wittman Regional Airport,Wisconsin,United States,America/Chicago,43.98440170288086,-88.55699921
ENGM,Oslo-Gardermoen International Airport,,Norway,Europe/Oslo,60.19390106,11.10039997
LKMT,Leos Janacek Airport Ostrava,,Czech Republic,Europe/Prague,49.69630051,18.111099243164062
CYOW,Ottawa Macdonald-Cartier International Airport,Ontario,Canada,America/Toronto,45.32249832,-75.66919708
KOWB,Owensboro Daviess County Airport,Kentucky,United States,America/Chicago,37.74010086,-87.16680145
KOXR,Oxnard Airport,California,United States,America/Los_Angeles,34.20080185,-119.2070007
KPAH,Barkley Regional Airport,Kentucky,United States,America/Chicago,37.06079864501953,-88.77380371
KPGA,Page Municipal Airport,Arizona,United States,America/Phoenix,36.92610168,-111.447998
NSTU,Pago Pago International Airport,,American Samoa,Pacific/Pago_Pago,-14.33100033,-170.7100067
EYPA,Palanga International Airport,,Lithuania,Europe/Vilnius,55.97320175170898,21.093900680541992
WIPP,Sultan Mahmud Badaruddin II Airport,,Indonesia,Asia/Jakarta,-2.898250103,104.6999969
LICJ,FalconeBorsellino Airport,,Italy,Europe/Rome,38.175999,13.091
LEPA,Palma de Mallorca Airport,,Spain,Europe/Madrid,39.55170059,2.738810062
KPMD,Palmdale Regional Airport / USAF Plant 42 Airport,California,United States,America/Los_Angeles,34.62939835,-118.0849991
KPSP,Palm Springs International Airport,California,United States,America/Los_Angeles,33.82970047,-116.5070038
WAML,Palu,,Indonesia,Asia/Makassar,-0.918542027,119.91000366210938
KPFN,Panama City,Florida,United States,America/Chicago,30.212099,-85.6828
KECP,Northwest Florida Beaches International Airport,Florida,United States,America/Chicago,30.357106,-85.795414
MPTO,Tocumen International Airport,,Panama,America/Panama,9.071359634,-79.38349915
NTAA,Fa'a'a International Airport,,French Polynesia,Pacific/Tahiti,-17.55369949,-149.6069946
LCPH,Paphos International Airport,,Cyprus,Asia/Nicosia,34.71799850463867,32.48569869995117
SMJP,Johan Adolf Pengel International Airport,,Suriname,America/Paramaribo,5.452829838,-55.18780136
SAAP,General Urquiza Airport,,Argentina,America/Cordoba,-31.7948,-60.4804
LFPG,Charles de Gaulle International Airport,,France,Europe/Paris,49.01279831,2.549999952
LFPB,Paris-Le Bourget International Airport,,France,Europe/Paris,48.96939849853516,2.441390037536621
LFPO,Paris-Orly Airport,,France,Europe/Paris,48.7233333,2.3794444
VQPR,Paro International Airport,,Bhutan,Asia/Thimphu,27.40320015,89.42459869380001
KPSC,Tri Cities Airport,Washington,United States,America/Los_Angeles,46.26470184326172,-119.1190033
KPRB,Paso Robles Municipal Airport,California,United States,America/Los_Angeles,35.67290115,-120.6269989
LFBP,Pau Pyrenees Airport,,France,Europe/Paris,43.380001068115234,-0.41861099
WIBB,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,,Indonesia,Asia/Jakarta,0.4607860147953033,101.44499969482422
KPLN,Pellston Regional Airport of Emmet County Airport,Michigan,United States,America/New_York,45.57089996,-84.79669952
WMKP,Penang International Airport,,Malaysia,Asia/Kuala_Lumpur,5.297140121459961,100.2770004272461
